0.000000E+0	6.870000E-7	0.000000E+0	6.490000E-7	0.000000E+0	7.330000E-7	0.000000E+0	9.430000E-7	0.000000E+0	1.302000E-6	0.000000E+0	1.744000E-6	0.000000E+0	2.324000E-6	0.000000E+0	3.030000E-6	0.000000E+0	3.830000E-6	0.000000E+0	4.780000E-6	0.000000E+0	5.820000E-6	0.000000E+0	6.970000E-6	0.000000E+0	8.350000E-6	0.000000E+0	9.560000E-6	0.000000E+0	1.100000E-5	0.000000E+0	1.278000E-5	0.000000E+0	1.409000E-5	0.000000E+0	1.618000E-5	0.000000E+0	1.951000E-5	0.000000E+0	1.992000E-5	0.000000E+0	2.294000E-5	0.000000E+0	2.284000E-5	0.000000E+0	2.504000E-5	0.000000E+0	2.729000E-5	0.000000E+0	2.896000E-5	0.000000E+0	3.030000E-5	0.000000E+0	3.520000E-5	0.000000E+0	3.390000E-5	0.000000E+0	3.560000E-5	0.000000E+0	4.060000E-5	0.000000E+0	3.960000E-5	0.000000E+0	4.070000E-5	0.000000E+0	4.380000E-5	0.000000E+0	4.350000E-5	0.000000E+0	4.490000E-5	0.000000E+0	4.600000E-5	0.000000E+0	5.000000E-5	0.000000E+0	4.960000E-5	0.000000E+0	4.900000E-5	0.000000E+0	4.990000E-5	0.000000E+0	5.120000E-5	0.000000E+0	5.110000E-5	0.000000E+0	5.550000E-5	0.000000E+0	5.170000E-5	0.000000E+0	5.180000E-5
7.735810E+2	7.000000E+0	7.735810E+2	5.000000E+0	7.735810E+2	6.000000E+0	7.735810E+2	2.000000E+0	7.735810E+2	4.000000E+0	7.735810E+2	4.000000E+0	7.735810E+2	6.000000E+0	7.735810E+2	4.000000E+0	7.735810E+2	6.000000E+0	7.735810E+2	5.000000E+0	7.735810E+2	3.000000E+0	7.735810E+2	1.000000E+1	7.735810E+2	4.000000E+0	7.735810E+2	7.000000E+0	7.735810E+2	5.000000E+0	7.735810E+2	7.000000E+0	7.735810E+2	4.000000E+0	7.735810E+2	1.000000E+1	7.735810E+2	1.000000E+1	7.735810E+2	5.000000E+0	7.735810E+2	9.000000E+0	7.735810E+2	8.000000E+0	7.735810E+2	9.000000E+0	7.735810E+2	1.400000E+1	7.735810E+2	1.200000E+1	7.735810E+2	1.200000E+1	7.735810E+2	1.000000E+1	7.735810E+2	1.000000E+1	7.735810E+2	1.500000E+1	7.735810E+2	1.000000E+1	7.735810E+2	1.900000E+1	7.735810E+2	1.400000E+1	7.735810E+2	1.300000E+1	7.735810E+2	1.500000E+1	7.735810E+2	1.200000E+1	7.735810E+2	1.200000E+1	7.735810E+2	2.000000E+1	7.735810E+2	2.500000E+1	7.735810E+2	1.900000E+1	7.735810E+2	2.300000E+1	7.735810E+2	2.700000E+1	7.735810E+2	1.800000E+1	7.735810E+2	1.900000E+1	7.735810E+2	2.000000E+1	7.735810E+2	1.500000E+1
7.735858E+2	5.000000E+0	7.735858E+2	7.000000E+0	7.735858E+2	5.000000E+0	7.735858E+2	7.000000E+0	7.735858E+2	1.000000E+0	7.735858E+2	5.000000E+0	7.735858E+2	7.000000E+0	7.735858E+2	7.000000E+0	7.735858E+2	5.000000E+0	7.735858E+2	5.000000E+0	7.735858E+2	8.000000E+0	7.735858E+2	6.000000E+0	7.735858E+2	6.000000E+0	7.735858E+2	8.000000E+0	7.735858E+2	9.000000E+0	7.735858E+2	8.000000E+0	7.735858E+2	6.000000E+0	7.735858E+2	8.000000E+0	7.735858E+2	8.000000E+0	7.735858E+2	6.000000E+0	7.735858E+2	1.000000E+1	7.735858E+2	1.100000E+1	7.735858E+2	1.300000E+1	7.735858E+2	1.200000E+1	7.735858E+2	1.400000E+1	7.735858E+2	1.500000E+1	7.735858E+2	1.200000E+1	7.735858E+2	1.100000E+1	7.735858E+2	2.000000E+1	7.735858E+2	1.100000E+1	7.735858E+2	1.800000E+1	7.735858E+2	1.300000E+1	7.735858E+2	2.000000E+1	7.735858E+2	1.100000E+1	7.735858E+2	1.600000E+1	7.735858E+2	2.300000E+1	7.735858E+2	2.100000E+1	7.735858E+2	2.200000E+1	7.735858E+2	2.200000E+1	7.735858E+2	1.800000E+1	7.735858E+2	2.900000E+1	7.735858E+2	2.800000E+1	7.735858E+2	2.400000E+1	7.735858E+2	1.600000E+1	7.735858E+2	1.800000E+1
7.735907E+2	3.000000E+0	7.735907E+2	8.000000E+0	7.735907E+2	2.000000E+0	7.735907E+2	7.000000E+0	7.735907E+2	4.000000E+0	7.735907E+2	2.000000E+0	7.735907E+2	2.000000E+0	7.735907E+2	5.000000E+0	7.735907E+2	3.000000E+0	7.735907E+2	6.000000E+0	7.735907E+2	5.000000E+0	7.735907E+2	5.000000E+0	7.735907E+2	4.000000E+0	7.735907E+2	6.000000E+0	7.735907E+2	4.000000E+0	7.735907E+2	4.000000E+0	7.735907E+2	3.000000E+0	7.735907E+2	6.000000E+0	7.735907E+2	8.000000E+0	7.735907E+2	7.000000E+0	7.735907E+2	6.000000E+0	7.735907E+2	9.000000E+0	7.735907E+2	1.000000E+1	7.735907E+2	1.000000E+1	7.735907E+2	8.000000E+0	7.735907E+2	9.000000E+0	7.735907E+2	1.300000E+1	7.735907E+2	1.000000E+1	7.735907E+2	1.600000E+1	7.735907E+2	1.300000E+1	7.735907E+2	1.600000E+1	7.735907E+2	9.000000E+0	7.735907E+2	2.300000E+1	7.735907E+2	1.600000E+1	7.735907E+2	2.100000E+1	7.735907E+2	1.400000E+1	7.735907E+2	1.900000E+1	7.735907E+2	1.700000E+1	7.735907E+2	2.200000E+1	7.735907E+2	2.300000E+1	7.735907E+2	2.300000E+1	7.735907E+2	2.200000E+1	7.735907E+2	2.600000E+1	7.735907E+2	2.700000E+1	7.735907E+2	2.100000E+1
7.735956E+2	9.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	1.100000E+1	7.735956E+2	7.000000E+0	7.735956E+2	7.000000E+0	7.735956E+2	6.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	7.000000E+0	7.735956E+2	7.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	7.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	1.200000E+1	7.735956E+2	8.000000E+0	7.735956E+2	8.000000E+0	7.735956E+2	1.200000E+1	7.735956E+2	7.000000E+0	7.735956E+2	1.000000E+1	7.735956E+2	1.000000E+1	7.735956E+2	1.200000E+1	7.735956E+2	1.400000E+1	7.735956E+2	7.000000E+0	7.735956E+2	1.300000E+1	7.735956E+2	1.200000E+1	7.735956E+2	1.500000E+1	7.735956E+2	1.800000E+1	7.735956E+2	2.100000E+1	7.735956E+2	2.100000E+1	7.735956E+2	2.200000E+1	7.735956E+2	1.600000E+1	7.735956E+2	2.400000E+1	7.735956E+2	2.100000E+1	7.735956E+2	1.600000E+1	7.735956E+2	2.000000E+1	7.735956E+2	3.100000E+1	7.735956E+2	2.400000E+1	7.735956E+2	2.100000E+1	7.735956E+2	2.400000E+1	7.735956E+2	2.600000E+1	7.735956E+2	2.200000E+1	7.735956E+2	2.700000E+1	7.735956E+2	2.000000E+1	7.735956E+2	2.500000E+1
7.736004E+2	5.000000E+0	7.736004E+2	3.000000E+0	7.736004E+2	4.000000E+0	7.736004E+2	3.000000E+0	7.736004E+2	5.000000E+0	7.736004E+2	3.000000E+0	7.736004E+2	1.000000E+0	7.736004E+2	5.000000E+0	7.736004E+2	3.000000E+0	7.736004E+2	-1.000000E+0	7.736004E+2	3.000000E+0	7.736004E+2	4.000000E+0	7.736004E+2	5.000000E+0	7.736004E+2	4.000000E+0	7.736004E+2	5.000000E+0	7.736004E+2	7.000000E+0	7.736004E+2	1.200000E+1	7.736004E+2	8.000000E+0	7.736004E+2	6.000000E+0	7.736004E+2	7.000000E+0	7.736004E+2	9.000000E+0	7.736004E+2	5.000000E+0	7.736004E+2	1.000000E+1	7.736004E+2	1.400000E+1	7.736004E+2	8.000000E+0	7.736004E+2	7.000000E+0	7.736004E+2	1.600000E+1	7.736004E+2	1.300000E+1	7.736004E+2	1.300000E+1	7.736004E+2	1.100000E+1	7.736004E+2	1.300000E+1	7.736004E+2	1.400000E+1	7.736004E+2	2.100000E+1	7.736004E+2	1.700000E+1	7.736004E+2	1.700000E+1	7.736004E+2	2.100000E+1	7.736004E+2	1.600000E+1	7.736004E+2	1.700000E+1	7.736004E+2	2.200000E+1	7.736004E+2	1.400000E+1	7.736004E+2	2.600000E+1	7.736004E+2	1.800000E+1	7.736004E+2	2.600000E+1	7.736004E+2	2.400000E+1	7.736004E+2	2.200000E+1
7.736053E+2	7.000000E+0	7.736053E+2	3.000000E+0	7.736053E+2	5.000000E+0	7.736053E+2	5.000000E+0	7.736053E+2	4.000000E+0	7.736053E+2	3.000000E+0	7.736053E+2	6.000000E+0	7.736053E+2	6.000000E+0	7.736053E+2	5.000000E+0	7.736053E+2	7.000000E+0	7.736053E+2	7.000000E+0	7.736053E+2	7.000000E+0	7.736053E+2	5.000000E+0	7.736053E+2	7.000000E+0	7.736053E+2	5.000000E+0	7.736053E+2	6.000000E+0	7.736053E+2	5.000000E+0	7.736053E+2	4.000000E+0	7.736053E+2	1.000000E+1	7.736053E+2	5.000000E+0	7.736053E+2	1.000000E+1	7.736053E+2	6.000000E+0	7.736053E+2	1.100000E+1	7.736053E+2	9.000000E+0	7.736053E+2	9.000000E+0	7.736053E+2	1.700000E+1	7.736053E+2	1.700000E+1	7.736053E+2	1.400000E+1	7.736053E+2	1.300000E+1	7.736053E+2	1.100000E+1	7.736053E+2	1.500000E+1	7.736053E+2	1.900000E+1	7.736053E+2	2.100000E+1	7.736053E+2	1.500000E+1	7.736053E+2	1.900000E+1	7.736053E+2	2.000000E+1	7.736053E+2	1.800000E+1	7.736053E+2	1.600000E+1	7.736053E+2	2.300000E+1	7.736053E+2	2.700000E+1	7.736053E+2	2.400000E+1	7.736053E+2	1.800000E+1	7.736053E+2	2.700000E+1	7.736053E+2	2.300000E+1	7.736053E+2	1.900000E+1
7.736101E+2	5.000000E+0	7.736101E+2	3.000000E+0	7.736101E+2	4.000000E+0	7.736101E+2	3.000000E+0	7.736101E+2	5.000000E+0	7.736101E+2	2.000000E+0	7.736101E+2	1.000000E+0	7.736101E+2	2.000000E+0	7.736101E+2	4.000000E+0	7.736101E+2	1.000000E+0	7.736101E+2	5.000000E+0	7.736101E+2	5.000000E+0	7.736101E+2	5.000000E+0	7.736101E+2	6.000000E+0	7.736101E+2	7.000000E+0	7.736101E+2	5.000000E+0	7.736101E+2	6.000000E+0	7.736101E+2	8.000000E+0	7.736101E+2	7.000000E+0	7.736101E+2	9.000000E+0	7.736101E+2	8.000000E+0	7.736101E+2	6.000000E+0	7.736101E+2	1.200000E+1	7.736101E+2	1.100000E+1	7.736101E+2	1.300000E+1	7.736101E+2	1.100000E+1	7.736101E+2	1.100000E+1	7.736101E+2	1.200000E+1	7.736101E+2	1.500000E+1	7.736101E+2	1.300000E+1	7.736101E+2	1.400000E+1	7.736101E+2	2.200000E+1	7.736101E+2	1.700000E+1	7.736101E+2	1.800000E+1	7.736101E+2	1.500000E+1	7.736101E+2	2.100000E+1	7.736101E+2	2.100000E+1	7.736101E+2	1.800000E+1	7.736101E+2	1.900000E+1	7.736101E+2	1.500000E+1	7.736101E+2	2.200000E+1	7.736101E+2	2.300000E+1	7.736101E+2	2.700000E+1	7.736101E+2	1.900000E+1	7.736101E+2	2.300000E+1
7.736150E+2	5.000000E+0	7.736150E+2	5.000000E+0	7.736150E+2	8.000000E+0	7.736150E+2	6.000000E+0	7.736150E+2	9.000000E+0	7.736150E+2	2.000000E+0	7.736150E+2	4.000000E+0	7.736150E+2	5.000000E+0	7.736150E+2	5.000000E+0	7.736150E+2	4.000000E+0	7.736150E+2	1.100000E+1	7.736150E+2	7.000000E+0	7.736150E+2	7.000000E+0	7.736150E+2	7.000000E+0	7.736150E+2	5.000000E+0	7.736150E+2	6.000000E+0	7.736150E+2	5.000000E+0	7.736150E+2	1.100000E+1	7.736150E+2	1.200000E+1	7.736150E+2	8.000000E+0	7.736150E+2	8.000000E+0	7.736150E+2	1.100000E+1	7.736150E+2	1.300000E+1	7.736150E+2	1.100000E+1	7.736150E+2	1.400000E+1	7.736150E+2	1.100000E+1	7.736150E+2	1.600000E+1	7.736150E+2	1.500000E+1	7.736150E+2	1.400000E+1	7.736150E+2	2.200000E+1	7.736150E+2	1.500000E+1	7.736150E+2	2.100000E+1	7.736150E+2	1.700000E+1	7.736150E+2	1.800000E+1	7.736150E+2	2.000000E+1	7.736150E+2	2.500000E+1	7.736150E+2	2.400000E+1	7.736150E+2	2.600000E+1	7.736150E+2	2.700000E+1	7.736150E+2	2.200000E+1	7.736150E+2	2.600000E+1	7.736150E+2	2.700000E+1	7.736150E+2	3.000000E+1	7.736150E+2	2.200000E+1	7.736150E+2	2.400000E+1
7.736199E+2	5.000000E+0	7.736199E+2	2.000000E+0	7.736199E+2	4.000000E+0	7.736199E+2	4.000000E+0	7.736199E+2	6.000000E+0	7.736199E+2	2.000000E+0	7.736199E+2	5.000000E+0	7.736199E+2	3.000000E+0	7.736199E+2	5.000000E+0	7.736199E+2	2.000000E+0	7.736199E+2	7.000000E+0	7.736199E+2	9.000000E+0	7.736199E+2	2.000000E+0	7.736199E+2	7.000000E+0	7.736199E+2	4.000000E+0	7.736199E+2	8.000000E+0	7.736199E+2	2.000000E+0	7.736199E+2	6.000000E+0	7.736199E+2	7.000000E+0	7.736199E+2	9.000000E+0	7.736199E+2	7.000000E+0	7.736199E+2	9.000000E+0	7.736199E+2	1.100000E+1	7.736199E+2	8.000000E+0	7.736199E+2	1.100000E+1	7.736199E+2	1.500000E+1	7.736199E+2	1.400000E+1	7.736199E+2	1.400000E+1	7.736199E+2	1.700000E+1	7.736199E+2	1.300000E+1	7.736199E+2	1.800000E+1	7.736199E+2	2.100000E+1	7.736199E+2	1.800000E+1	7.736199E+2	2.200000E+1	7.736199E+2	1.800000E+1	7.736199E+2	2.000000E+1	7.736199E+2	1.900000E+1	7.736199E+2	2.000000E+1	7.736199E+2	1.600000E+1	7.736199E+2	1.700000E+1	7.736199E+2	1.800000E+1	7.736199E+2	2.300000E+1	7.736199E+2	1.900000E+1	7.736199E+2	2.200000E+1	7.736199E+2	2.200000E+1
