0.000000E+0	1.209000E-7	0.000000E+0	7.840000E-7	0.000000E+0	2.601000E-6	0.000000E+0	5.510000E-6	0.000000E+0	9.430000E-6	0.000000E+0	1.441000E-5	0.000000E+0	2.026000E-5	0.000000E+0	2.693000E-5	0.000000E+0	3.430000E-5	0.000000E+0	4.220000E-5	0.000000E+0	5.050000E-5	0.000000E+0	5.900000E-5	0.000000E+0	6.740000E-5	0.000000E+0	7.570000E-5	0.000000E+0	8.380000E-5	0.000000E+0	9.160000E-5	0.000000E+0	9.870000E-5	0.000000E+0	1.051000E-4	0.000000E+0	1.107000E-4	0.000000E+0	1.153000E-4	0.000000E+0	1.189000E-4	0.000000E+0	1.215000E-4	0.000000E+0	1.228000E-4
7.700544E+2	0.000000E+0	7.700544E+2	1.000000E+0	7.700544E+2	3.000000E+0	7.700544E+2	0.000000E+0	7.700544E+2	-5.000000E+0	7.700544E+2	1.000000E+0	7.700544E+2	6.000000E+0	7.700544E+2	6.000000E+0	7.700544E+2	8.000000E+0	7.700544E+2	1.400000E+1	7.700544E+2	2.300000E+1	7.700544E+2	2.000000E+1	7.700544E+2	2.400000E+1	7.700544E+2	3.700000E+1	7.700544E+2	4.800000E+1	7.700544E+2	6.200000E+1	7.700544E+2	6.100000E+1	7.700544E+2	6.400000E+1	7.700544E+2	8.200000E+1	7.700544E+2	7.800000E+1	7.700544E+2	1.010000E+2	7.700544E+2	9.100000E+1	7.700544E+2	1.030000E+2
7.700593E+2	0.000000E+0	7.700593E+2	2.000000E+0	7.700593E+2	4.000000E+0	7.700593E+2	3.000000E+0	7.700593E+2	1.000000E+0	7.700593E+2	3.000000E+0	7.700593E+2	8.000000E+0	7.700593E+2	7.000000E+0	7.700593E+2	9.000000E+0	7.700593E+2	1.400000E+1	7.700593E+2	1.700000E+1	7.700593E+2	2.000000E+1	7.700593E+2	3.400000E+1	7.700593E+2	4.700000E+1	7.700593E+2	5.300000E+1	7.700593E+2	5.700000E+1	7.700593E+2	6.800000E+1	7.700593E+2	7.600000E+1	7.700593E+2	8.200000E+1	7.700593E+2	9.400000E+1	7.700593E+2	8.900000E+1	7.700593E+2	8.800000E+1	7.700593E+2	1.140000E+2
7.700641E+2	0.000000E+0	7.700641E+2	2.000000E+0	7.700641E+2	0.000000E+0	7.700641E+2	0.000000E+0	7.700641E+2	0.000000E+0	7.700641E+2	2.000000E+0	7.700641E+2	3.000000E+0	7.700641E+2	2.000000E+0	7.700641E+2	1.200000E+1	7.700641E+2	1.500000E+1	7.700641E+2	1.700000E+1	7.700641E+2	2.300000E+1	7.700641E+2	2.700000E+1	7.700641E+2	3.500000E+1	7.700641E+2	5.300000E+1	7.700641E+2	5.700000E+1	7.700641E+2	6.100000E+1	7.700641E+2	7.400000E+1	7.700641E+2	8.500000E+1	7.700641E+2	9.000000E+1	7.700641E+2	9.700000E+1	7.700641E+2	9.400000E+1	7.700641E+2	9.800000E+1
7.700690E+2	2.000000E+0	7.700690E+2	1.000000E+0	7.700690E+2	5.000000E+0	7.700690E+2	8.000000E+0	7.700690E+2	4.000000E+0	7.700690E+2	4.000000E+0	7.700690E+2	9.000000E+0	7.700690E+2	8.000000E+0	7.700690E+2	1.200000E+1	7.700690E+2	1.400000E+1	7.700690E+2	2.400000E+1	7.700690E+2	2.400000E+1	7.700690E+2	4.000000E+1	7.700690E+2	3.800000E+1	7.700690E+2	5.000000E+1	7.700690E+2	6.500000E+1	7.700690E+2	6.800000E+1	7.700690E+2	9.100000E+1	7.700690E+2	9.600000E+1	7.700690E+2	8.800000E+1	7.700690E+2	9.500000E+1	7.700690E+2	1.100000E+2	7.700690E+2	1.070000E+2
7.700739E+2	-2.000000E+0	7.700739E+2	-1.000000E+0	7.700739E+2	4.000000E+0	7.700739E+2	2.000000E+0	7.700739E+2	-1.000000E+0	7.700739E+2	4.000000E+0	7.700739E+2	7.000000E+0	7.700739E+2	3.000000E+0	7.700739E+2	8.000000E+0	7.700739E+2	1.400000E+1	7.700739E+2	1.400000E+1	7.700739E+2	2.100000E+1	7.700739E+2	2.900000E+1	7.700739E+2	3.300000E+1	7.700739E+2	4.500000E+1	7.700739E+2	5.300000E+1	7.700739E+2	6.900000E+1	7.700739E+2	7.300000E+1	7.700739E+2	8.000000E+1	7.700739E+2	9.000000E+1	7.700739E+2	9.600000E+1	7.700739E+2	9.700000E+1	7.700739E+2	1.100000E+2
7.700788E+2	-2.000000E+0	7.700788E+2	2.000000E+0	7.700788E+2	3.000000E+0	7.700788E+2	0.000000E+0	7.700788E+2	3.000000E+0	7.700788E+2	6.000000E+0	7.700788E+2	5.000000E+0	7.700788E+2	7.000000E+0	7.700788E+2	1.600000E+1	7.700788E+2	1.400000E+1	7.700788E+2	1.800000E+1	7.700788E+2	2.800000E+1	7.700788E+2	3.200000E+1	7.700788E+2	3.600000E+1	7.700788E+2	5.000000E+1	7.700788E+2	5.400000E+1	7.700788E+2	6.800000E+1	7.700788E+2	7.900000E+1	7.700788E+2	1.050000E+2	7.700788E+2	8.600000E+1	7.700788E+2	1.070000E+2	7.700788E+2	9.800000E+1	7.700788E+2	1.130000E+2
7.700837E+2	-4.000000E+0	7.700837E+2	-2.000000E+0	7.700837E+2	0.000000E+0	7.700837E+2	0.000000E+0	7.700837E+2	1.000000E+0	7.700837E+2	0.000000E+0	7.700837E+2	5.000000E+0	7.700837E+2	3.000000E+0	7.700837E+2	1.000000E+1	7.700837E+2	1.000000E+1	7.700837E+2	1.700000E+1	7.700837E+2	1.500000E+1	7.700837E+2	3.000000E+1	7.700837E+2	4.200000E+1	7.700837E+2	4.500000E+1	7.700837E+2	6.100000E+1	7.700837E+2	6.900000E+1	7.700837E+2	8.000000E+1	7.700837E+2	8.300000E+1	7.700837E+2	9.300000E+1	7.700837E+2	1.010000E+2	7.700837E+2	1.060000E+2	7.700837E+2	1.220000E+2
7.700886E+2	-2.000000E+0	7.700886E+2	-1.000000E+0	7.700886E+2	4.000000E+0	7.700886E+2	2.000000E+0	7.700886E+2	9.000000E+0	7.700886E+2	2.000000E+0	7.700886E+2	8.000000E+0	7.700886E+2	1.300000E+1	7.700886E+2	1.100000E+1	7.700886E+2	9.000000E+0	7.700886E+2	1.900000E+1	7.700886E+2	2.700000E+1	7.700886E+2	4.000000E+1	7.700886E+2	4.100000E+1	7.700886E+2	5.700000E+1	7.700886E+2	5.900000E+1	7.700886E+2	7.900000E+1	7.700886E+2	7.800000E+1	7.700886E+2	9.300000E+1	7.700886E+2	1.000000E+2	7.700886E+2	1.060000E+2	7.700886E+2	1.170000E+2	7.700886E+2	1.160000E+2
7.700934E+2	-3.000000E+0	7.700934E+2	-1.000000E+0	7.700934E+2	3.000000E+0	7.700934E+2	1.000000E+0	7.700934E+2	1.000000E+0	7.700934E+2	0.000000E+0	7.700934E+2	9.000000E+0	7.700934E+2	7.000000E+0	7.700934E+2	9.000000E+0	7.700934E+2	1.000000E+1	7.700934E+2	2.800000E+1	7.700934E+2	3.200000E+1	7.700934E+2	3.700000E+1	7.700934E+2	4.400000E+1	7.700934E+2	6.000000E+1	7.700934E+2	6.000000E+1	7.700934E+2	7.000000E+1	7.700934E+2	7.500000E+1	7.700934E+2	7.700000E+1	7.700934E+2	1.060000E+2	7.700934E+2	1.110000E+2	7.700934E+2	1.160000E+2	7.700934E+2	1.330000E+2
